Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR10393120,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922268,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393121,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922269,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393122,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922270,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393123,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922271,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393124,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922272,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393125,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922273,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393126,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922274,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393127,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922275,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393128,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922276,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393129,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922277,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393130,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922278,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393131,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922279,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393132,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922280,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393133,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922281,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393134,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922282,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393135,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922283,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393136,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922284,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393137,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922285,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393138,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922286,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393139,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922287,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393140,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922288,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393141,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922289,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393142,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922290,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393143,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922291,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393144,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922292,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393145,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922293,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393146,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922294,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393147,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922295,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393148,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922296,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393149,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922297,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393150,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922298,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393151,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922299,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393152,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922300,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393153,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922301,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576454,SAMEA111482421,simple,9796,Equus caballus,SAMEA111482421,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393154,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922302,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393155,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922303,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393156,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922304,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393157,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922305,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393158,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922306,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393159,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922307,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393160,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922308,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393161,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922309,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393162,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922310,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393163,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922311,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393164,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922312,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393165,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922313,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393166,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922314,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393167,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922315,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393168,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922316,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393169,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922317,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393170,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922318,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393171,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922319,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393172,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922320,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393173,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922321,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393174,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922322,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393175,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922323,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393176,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922324,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393177,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922325,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393178,2023-04-01 02:44:57,,0,0,0,0,0,,,ERX9922326,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576455,SAMEA111482422,simple,9796,Equus caballus,SAMEA111482422,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393059,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922207,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393060,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922208,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393061,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922209,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393062,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922210,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576452,SAMEA111482419,simple,9796,Equus caballus,SAMEA111482419,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393063,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922211,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393064,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922212,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393065,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922213,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393066,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922214,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393067,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922215,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393068,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922216,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393069,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922217,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393070,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922218,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393071,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922219,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393072,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922220,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393073,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922221,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393074,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922222,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
ERR10393075,2023-04-01 02:44:56,,0,0,0,0,0,,,ERX9922223,L1,WGS,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP141744,PRJEB56773,,950762,ERS13576453,SAMEA111482420,simple,9796,Equus caballus,SAMEA111482420,,,,,,,no,,,,,CNRS UMR 5288,ERA18546259,,public,,
